id,single_alphabet,di-graph,Dwell_time,Interval_time,Latency_time,Flight_time,Uptoup_time
5e36422296180,a,an,86,379,570,465,484
5e36422296180,n,no,105,210,405,315,300
5e36422296180,o,oa,90,328,491,418,401
5e36422296180,a,an,73,327,507,400,434
5e36422296180,n,no,107,227,439,334,332
5e36422296180,o,ot,105,362,555,467,450
5e36422296180,t,tt,88,125,272,213,184
5e36422296180,t,tmeta1,59,378,509,437,450
5e36422296180,meta1,meta1@,72,444,623,516,551
5e36422296180,@,@normal,107,394,555,501,448
5e36422296180,normal,normalg,54,445,606,499,552
5e36422296180,g,gm,107,327,505,434,398
5e36422296180,m,ma,71,362,487,433,416
5e36422296180,a,ai,54,330,455,384,401
5e36422296180,i,il,71,279,438,350,367
5e36422296180,l,l.,88,362,572,450,484
5e36422296180,.,.c,122,378,571,500,449
5e36422296180,c,co,71,262,422,333,351
5e36422296180,o,om,89,209,406,298,317
5e36422296180,m,ma,108,27332,27511,27440,27403
5e36422296180,a,an,71,518,670,589,599
5e36422296180,n,no,81,162,349,243,268
5e36422296180,o,oa,106,328,505,434,399
5e36422296180,a,an,71,311,488,382,417
5e36422296180,n,no,106,177,390,283,284
5e36422296180,o,ot,107,312,490,419,383
5e36422296180,t,tt,71,143,254,214,183
5e36422296180,t,tmeta1,40,247,390,287,350
5e36422296180,meta1,meta1@,103,756,953,859,850
5e36422296180,@,@normal,94,496,677,590,583
5e36422296180,normal,normalbksp,87,1230,1405,1317,1318
5e36422296180,bksp,bkspg,88,595,771,683,683
5e36422296180,g,gm,88,413,589,501,501
5e36422296180,m,ma,88,395,571,483,483
5e36422296180,a,ai,88,264,438,352,350
5e36422296180,i,il,86,210,386,296,300
5e36422296180,l,l.,90,326,508,416,418
5e36422296180,.,.c,92,377,574,469,482
5e36422296180,c,co,105,244,477,349,372
5e36422296180,o,om,128,305,507,433,379
5e36422296180,m,ma,74,27865,28027,27939,27953
5e36422296180,a,an,88,361,505,449,417
5e36422296180,n,no,56,226,355,282,299
5e36422296180,o,oa,73,362,523,435,450
5e36422296180,a,an,88,278,489,366,401
5e36422296180,n,no,123,175,423,298,300
5e36422296180,o,ot,125,295,491,420,366
5e36422296180,t,tt,71,126,254,197,183
5e36422296180,t,tmeta1,57,311,458,368,401
5e36422296180,meta1,meta1@,90,377,556,467,466
5e36422296180,@,@normal,89,346,488,435,399
5e36422296180,normal,normalg,53,512,589,565,536
5e36422296180,g,gm,24,370,505,394,481
5e36422296180,m,ma,111,355,544,466,433
5e36422296180,a,ai,78,306,478,384,400
5e36422296180,i,il,94,239,428,333,334
5e36422296180,l,l.,95,456,645,551,550
5e36422296180,.,.c,94,413,578,507,484
5e36422296180,c,co,71,278,439,349,368
5e36422296180,o,om,90,244,408,334,318
5e36422296180,m,mp,74,182222375,182222576,182222449,182222502
5e390b60a5cd0,p,p.,127,927,1090,1054,963
5e390b60a5cd0,.,.s,36,646,768,682,732
5e390b60a5cd0,s,smeta1,86,482,642,568,556
5e390b60a5cd0,meta1,meta13,74,363,578,437,504
5e390b60a5cd0,3,3normal,141,704,936,845,795
5e390b60a5cd0,normal,normalx,91,464,657,555,566
5e390b60a5cd0,x,xy,102,197,368,299,266
5e390b60a5cd0,y,yy,69,122,236,191,167
5e390b60a5cd0,y,ymeta1,45,1895,2014,1940,1969
5e390b60a5cd0,meta1,meta1@,74,663,769,737,695
5e390b60a5cd0,@,@normal,32,250,352,282,320
5e390b60a5cd0,normal,normalg,70,531,657,601,587
5e390b60a5cd0,g,gm,56,463,599,519,543
5e390b60a5cd0,m,ma,80,71,268,151,188
5e390b60a5cd0,a,ai,117,464,617,581,500
5e390b60a5cd0,i,il,36,180,253,216,217
5e390b60a5cd0,l,l.,37,537,651,574,614
5e390b60a5cd0,.,.c,77,164,328,241,251
5e390b60a5cd0,c,co,87,36,185,123,98
5e390b60a5cd0,o,om,62,124,265,186,203
5e390b60a5cd0,m,mp,79,69715,69850,69794,69771
5e390b60a5cd0,p,p.,56,692,839,748,783
5e390b60a5cd0,.,.s,91,264,440,355,349
5e390b60a5cd0,s,smeta1,85,278,434,363,349
5e390b60a5cd0,meta1,meta13,71,429,609,500,538
5e390b60a5cd0,3,3meta2,109,524,697,633,588
5e390b60a5cd0,meta2,meta2normal,64,703,839,767,775
5e390b60a5cd0,normal,normalx,72,433,619,505,547
5e390b60a5cd0,x,xy,114,176,333,290,219
5e390b60a5cd0,y,yy,43,105,192,148,149
5e390b60a5cd0,y,ymeta1,44,945,1061,989,1017
5e390b60a5cd0,meta1,meta1@,72,932,1059,1004,987
5e390b60a5cd0,@,@normal,55,177,317,232,262
5e390b60a5cd0,normal,normalg,85,443,603,528,518
5e390b60a5cd0,g,gm,75,329,493,404,418
5e390b60a5cd0,m,ma,89,86,291,175,202
5e390b60a5cd0,a,ai,116,-13,177,103,61
5e390b60a5cd0,i,il,74,144,277,218,203
5e390b60a5cd0,l,l.,59,481,630,540,571
5e390b60a5cd0,.,.c,90,94,269,184,179
5e390b60a5cd0,c,co,85,37,185,122,100
5e390b60a5cd0,o,om,63,131,266,194,203
5e390b60a5cd0,m,mp,72,36895,37056,36967,36984
5e390b60a5cd0,p,p.,89,949,1119,1038,1030
5e390b60a5cd0,.,.s,81,140,314,221,233
5e390b60a5cd0,s,smeta1,93,285,445,378,352
5e390b60a5cd0,meta1,meta13,67,385,533,452,466
5e390b60a5cd0,3,3normal,81,509,683,590,602
5e390b60a5cd0,normal,normalx,93,395,592,488,499
5e390b60a5cd0,x,xy,104,164,337,268,233
5e390b60a5cd0,y,yy,69,112,235,181,166
5e390b60a5cd0,y,ymeta1,54,1364,1490,1418,1436
5e390b60a5cd0,meta1,meta1@,72,642,773,714,701
5e390b60a5cd0,@,@normal,59,105,241,164,182
5e390b60a5cd0,normal,normalg,77,428,575,505,498
5e390b60a5cd0,g,gm,70,316,444,386,374
5e390b60a5cd0,m,ma,58,156,302,214,244
5e390b60a5cd0,a,ai,88,57,189,145,101
5e390b60a5cd0,i,ip,44,189,295,233,251
5e390b60a5cd0,p,p.,62,259,380,321,318
5e390b60a5cd0,.,.bksp,59,692,807,751,748
5e390b60a5cd0,bksp,bkspbksp,56,399,519,455,463
5e390b60a5cd0,bksp,bkspl,64,249,351,313,287
5e390b60a5cd0,l,l.,38,425,522,463,484
5e390b60a5cd0,.,.c,59,210,373,269,314
5e390b60a5cd0,c,co,104,75,254,179,150
5e390b60a5cd0,o,om,75,108,275,183,200
5e390b60a5cd0,m,mp,92,46590,46793,46682,46701
5e390b60a5cd0,p,p.,111,697,899,808,788
5e390b60a5cd0,.,.meta1,91,727,888,818,797
5e390b60a5cd0,meta1,meta13,70,566,737,636,667
5e390b60a5cd0,3,3meta2,101,295,469,396,368
5e390b60a5cd0,meta2,meta2.,73,390,555,463,482
5e390b60a5cd0,.,.normal,92,381,560,473,468
5e390b60a5cd0,normal,normalbksp,87,694,857,781,770
5e390b60a5cd0,bksp,bkspx,76,1607,1790,1683,1714
5e390b60a5cd0,x,xy,107,142,305,249,198
5e390b60a5cd0,y,yy,56,88,225,144,169
5e390b60a5cd0,y,ymeta1,81,1724,1896,1805,1815
5e390b60a5cd0,meta1,meta1@,91,677,862,768,771
5e390b60a5cd0,@,@normal,94,72,257,166,163
5e390b60a5cd0,normal,normalg,91,381,529,472,438
5e390b60a5cd0,g,gm,57,293,420,350,363
5e390b60a5cd0,m,ma,70,112,270,182,200
5e390b60a5cd0,a,ai,88,217,390,305,302
5e390b60a5cd0,i,il,85,145,266,230,181
5e390b60a5cd0,l,l.,36,446,540,482,504
5e390b60a5cd0,.,.c,58,161,302,219,244
5e390b60a5cd0,c,co,83,347,485,430,402
5e390b60a5cd0,o,om,55,146,272,201,217
5e390b60a5cd0,m,mp,71,44464,44605,44535,44534
5e390b60a5cd0,p,p.,70,261,405,331,335
5e390b60a5cd0,.,.s,74,232,392,306,318
5e390b60a5cd0,s,smeta1,86,247,400,333,314
5e390b60a5cd0,meta1,meta13,67,309,435,376,368
5e390b60a5cd0,3,3normal,59,394,541,453,482
5e390b60a5cd0,normal,normalz,88,316,507,404,419
5e390b60a5cd0,z,zx,103,339,532,442,429
5e390b60a5cd0,x,xbksp,90,652,827,742,737
5e390b60a5cd0,bksp,bkspbksp,85,91,251,176,166
5e390b60a5cd0,bksp,bkspx,75,73,225,148,150
5e390b60a5cd0,x,xy,77,862,979,939,902
5e390b60a5cd0,y,yy,40,109,205,149,165
5e390b60a5cd0,y,ymeta1,56,920,1087,976,1031
5e390b60a5cd0,meta1,meta1@,111,569,762,680,651
5e390b60a5cd0,@,@normal,82,120,298,202,216
5e390b60a5cd0,normal,normalg,96,346,516,442,420
5e390b60a5cd0,g,gm,74,276,406,350,332
5e390b60a5cd0,m,ma,56,95,239,151,183
5e390b60a5cd0,a,ai,88,57,205,145,117
5e390b60a5cd0,i,il,60,194,311,254,251
5e390b60a5cd0,l,l.,57,225,369,282,312
5e390b60a5cd0,.,.c,87,70,271,157,184
5e390b60a5cd0,c,co,114,54,248,168,134
5e390b60a5cd0,o,om,80,140,283,220,203
5e390b60a5cd0,m,mp,63,61999,62118,62062,62055
5e390b60a5cd0,p,p.,56,578,707,634,651
5e390b60a5cd0,.,.s,73,371,554,444,481
5e390b60a5cd0,s,smeta1,110,211,423,321,313
5e390b60a5cd0,meta1,meta13,102,317,473,419,371
5e390b60a5cd0,3,3normal,54,247,418,301,364
5e390b60a5cd0,normal,normalx,117,332,569,449,452
5e390b60a5cd0,x,xy,120,148,318,268,198
5e390b60a5cd0,y,yy,50,61,185,111,135
5e390b60a5cd0,y,ymeta1,74,1459,1655,1533,1581
5e390b60a5cd0,meta1,meta1@,122,447,643,569,521
5e390b60a5cd0,@,@normal,74,91,254,165,180
5e390b60a5cd0,normal,normalg,89,932,1079,1021,990
5e390b60a5cd0,g,gm,58,356,486,414,428
5e390b60a5cd0,m,mi,72,220,353,292,281
5e390b60a5cd0,i,il,61,184,296,245,235
5e390b60a5cd0,l,l.,51,313,450,364,399
5e390b60a5cd0,.,.bksp,86,683,822,769,736
5e390b60a5cd0,bksp,bkspbksp,53,314,436,367,383
5e390b60a5cd0,bksp,bkspbksp,69,1193,1333,1262,1264
5e390b60a5cd0,bksp,bkspa,71,181,322,252,251
5e390b60a5cd0,a,ai,70,397,576,467,506
5e390b60a5cd0,i,il,109,310,456,419,347
5e390b60a5cd0,l,l.,37,512,604,549,567
5e390b60a5cd0,.,.c,55,177,320,232,265
5e390b60a5cd0,c,co,88,53,222,141,134
5e390b60a5cd0,o,om,81,147,265,228,184
5e390b60a5cd0,m,mp,37,30515,30606,30552,30569
5e390b60a5cd0,p,p.,54,245,404,299,350
5e390b60a5cd0,.,.s,105,245,385,350,280
5e390b60a5cd0,s,smeta1,35,247,384,282,349
5e390b60a5cd0,meta1,meta13,102,366,536,468,434
5e390b60a5cd0,3,3normal,68,846,1005,914,937
5e390b60a5cd0,normal,normalx,91,408,624,499,533
5e390b60a5cd0,x,xy,125,107,306,232,181
5e390b60a5cd0,y,yy,74,111,240,185,166
5e390b60a5cd0,y,ymeta1,55,724,857,779,802
5e390b60a5cd0,meta1,meta1@,78,594,748,672,670
5e390b60a5cd0,@,@normal,76,174,337,250,261
5e390b60a5cd0,normal,normalg,87,495,672,582,585
5e390b60a5cd0,g,gm,90,329,492,419,402
5e390b60a5cd0,m,mi,73,345,486,418,413
5e390b60a5cd0,i,il,68,214,351,282,283
5e390b60a5cd0,l,l.,69,280,454,349,385
5e390b60a5cd0,.,.c,105,96,305,201,200
5e390b60a5cd0,c,co,104,74,253,178,149
5e390b60a5cd0,o,om,75,165,311,240,236
